file,nProperty,variable,variable_construct
DS03_Z.csv,SVIS,,Social Vulnerability Index (SVI)
DS03_Z.csv,SVI_THEME1,,Social Vulnerability Index (SVI)
DS03_Z.csv,SVI_THEME2,,Social Vulnerability Index (SVI)
DS03_Z.csv,SVI_THEME3,,Social Vulnerability Index (SVI)
DS03_Z.csv,SVI_THEME4,,Social Vulnerability Index (SVI)
DS04_C.csv,YEAR,,Veteran Population
DS04_C.csv,COUNTYFP,,Veteran Population
DS04_C.csv,TotalPop,,Veteran Population
DS04_C.csv,TotalVetPop,Total Veteran Population,Veteran Population
DS04_C.csv,MalePop,,Veteran Population
DS04_C.csv,MaleVetPop,Total Male Veteran Population,Veteran Population
DS04_C.csv,Male18To34,,Veteran Population
DS04_C.csv,MaleVet18To34,"Male Veteran Population, Age 18-34",Veteran Population
DS04_C.csv,Male35To54,,Veteran Population
DS04_C.csv,MaleVet35To54,"Male Veteran Population, Age 35-54",Veteran Population
DS04_C.csv,Male55To64,,Veteran Population
DS04_C.csv,MaleVet55To64,"Male Veteran Population, Age 55-64",Veteran Population
DS04_C.csv,Male65To74,,Veteran Population
DS04_C.csv,MaleVet65To74,"Male Veteran Population, Age 65-74",Veteran Population
DS04_C.csv,Male75Plus,,Veteran Population
DS04_C.csv,MaleVet75Plus,"Male Veteran Population, Age 75+",Veteran Population
DS04_C.csv,FemalePop,,Veteran Population
DS04_C.csv,FemaleVetPop,,Veteran Population
DS04_C.csv,Female18To34,,Veteran Population
DS04_C.csv,FemaleVet18To34,"Female Veteran Population, Age 18-34",Veteran Population
DS04_C.csv,Female35To54,,Veteran Population
DS04_C.csv,FemaleVet35To54,"Female Veteran Population, Age 35-54",Veteran Population
DS04_C.csv,Female55To64,,Veteran Population
DS04_C.csv,FemaleVet55To64,"Female Veteran Population, Age 55-64",Veteran Population
DS04_C.csv,Female65To74,,Veteran Population
DS04_C.csv,FemaleVet65To74,"Female Veteran Population, Age 65-74",Veteran Population
DS04_C.csv,Female75Plus,,Veteran Population
DS04_C.csv,FemaleVet75Plus,"Female Veteran Population, Age 75+",Veteran Population
DS04_C.csv,VetPercent,% Veteran Population,Veteran Population
DS04_S.csv,YEAR,,Veteran Population
DS04_S.csv,STATEFP,,Veteran Population
DS04_S.csv,TotalPop,,Veteran Population
DS04_S.csv,TotalVetPop,Total Veteran Population,Veteran Population
DS04_S.csv,MalePop,,Veteran Population
DS04_S.csv,MaleVetPop,Total Male Veteran Population,Veteran Population
DS04_S.csv,Male18To34,,Veteran Population
DS04_S.csv,MaleVet18To34,"Male Veteran Population, Age 18-34",Veteran Population
DS04_S.csv,Male35To54,,Veteran Population
DS04_S.csv,MaleVet35To54,"Male Veteran Population, Age 35-54",Veteran Population
DS04_S.csv,Male55To64,,Veteran Population
DS04_S.csv,MaleVet55To64,"Male Veteran Population, Age 55-64",Veteran Population
DS04_S.csv,Male65To74,,Veteran Population
DS04_S.csv,MaleVet65To74,"Male Veteran Population, Age 65-74",Veteran Population
DS04_S.csv,Male75Plus,,Veteran Population
DS04_S.csv,MaleVet75Plus,"Male Veteran Population, Age 75+",Veteran Population
DS04_S.csv,FemalePop,,Veteran Population
DS04_S.csv,FemaleVetPop,,Veteran Population
DS04_S.csv,Female18To34,,Veteran Population
DS04_S.csv,FemaleVet18To34,"Female Veteran Population, Age 18-34",Veteran Population
DS04_S.csv,Female35To54,,Veteran Population
DS04_S.csv,FemaleVet35To54,"Female Veteran Population, Age 35-54",Veteran Population
DS04_S.csv,Female55To64,,Veteran Population
DS04_S.csv,FemaleVet55To64,"Female Veteran Population, Age 55-64",Veteran Population
DS04_S.csv,Female65To74,,Veteran Population
DS04_S.csv,FemaleVet65To74,"Female Veteran Population, Age 65-74",Veteran Population
DS04_S.csv,Female75Plus,,Veteran Population
DS04_S.csv,FemaleVet75Plus,"Female Veteran Population, Age 75+",Veteran Population
DS04_S.csv,VetPercent,% Veteran Population,Veteran Population
DS04_T.csv,GEOID,,Veteran Population
DS04_T.csv,YEAR,,Veteran Population
DS04_T.csv,TRACTCE,,Veteran Population
DS04_T.csv,TotalPop,,Veteran Population
DS04_T.csv,TotalVetPop,Total Veteran Population,Veteran Population
DS04_T.csv,MalePop,,Veteran Population
DS04_T.csv,MaleVetPop,Total Male Veteran Population,Veteran Population
DS04_T.csv,Male18To34,,Veteran Population
DS04_T.csv,MaleVet18To34,"Male Veteran Population, Age 18-34",Veteran Population
DS04_T.csv,Male35To54,,Veteran Population
DS04_T.csv,MaleVet35To54,"Male Veteran Population, Age 35-54",Veteran Population
DS04_T.csv,Male55To64,,Veteran Population
DS04_T.csv,MaleVet55To64,"Male Veteran Population, Age 55-64",Veteran Population
DS04_T.csv,Male65To74,,Veteran Population
DS04_T.csv,MaleVet65To74,"Male Veteran Population, Age 65-74",Veteran Population
DS04_T.csv,Male75Plus,,Veteran Population
DS04_T.csv,MaleVet75Plus,"Male Veteran Population, Age 75+",Veteran Population
DS04_T.csv,FemalePop,,Veteran Population
DS04_T.csv,FemaleVetPop,,Veteran Population
DS04_T.csv,Female18To34,,Veteran Population
DS04_T.csv,FemaleVet18To34,"Female Veteran Population, Age 18-34",Veteran Population
DS04_T.csv,Female35To54,,Veteran Population
DS04_T.csv,FemaleVet35To54,"Female Veteran Population, Age 35-54",Veteran Population
DS04_T.csv,Female55To64,,Veteran Population
DS04_T.csv,FemaleVet55To64,"Female Veteran Population, Age 55-64",Veteran Population
DS04_T.csv,Female65To74,,Veteran Population
DS04_T.csv,FemaleVet65To74,"Female Veteran Population, Age 65-74",Veteran Population
DS04_T.csv,Female75Plus,,Veteran Population
DS04_T.csv,FemaleVet75Plus,"Female Veteran Population, Age 75+",Veteran Population
DS04_T.csv,PctVet,,Veteran Population
DS04_Z.csv,YEAR,,Veteran Population
DS04_Z.csv,ZCTA,,Veteran Population
DS04_Z.csv,TotalPop,,Veteran Population
DS04_Z.csv,TotalVetPop,Total Veteran Population,Veteran Population
DS04_Z.csv,MalePop,,Veteran Population
DS04_Z.csv,MaleVetPop,Total Male Veteran Population,Veteran Population
DS04_Z.csv,Male18To34,,Veteran Population
DS04_Z.csv,MaleVet18To34,"Male Veteran Population, Age 18-34",Veteran Population
DS04_Z.csv,Male35To54,,Veteran Population
DS04_Z.csv,MaleVet35To54,"Male Veteran Population, Age 35-54",Veteran Population
DS04_Z.csv,Male55To64,,Veteran Population
DS04_Z.csv,MaleVet55To64,"Male Veteran Population, Age 55-64",Veteran Population
DS04_Z.csv,Male65To74,,Veteran Population
DS04_Z.csv,MaleVet65To74,"Male Veteran Population, Age 65-74",Veteran Population
DS04_Z.csv,Male75Plus,,Veteran Population
DS04_Z.csv,MaleVet75Plus,"Male Veteran Population, Age 75+",Veteran Population
DS04_Z.csv,FemalePop,,Veteran Population
DS04_Z.csv,FemaleVetPop,,Veteran Population
DS04_Z.csv,Female18To34,,Veteran Population
DS04_Z.csv,FemaleVet18To34,"Female Veteran Population, Age 18-34",Veteran Population
DS04_Z.csv,Female35To54,,Veteran Population
DS04_Z.csv,FemaleVet35To54,"Female Veteran Population, Age 35-54",Veteran Population
DS04_Z.csv,Female55To64,,Veteran Population
DS04_Z.csv,FemaleVet55To64,"Female Veteran Population, Age 55-64",Veteran Population
DS04_Z.csv,Female65To74,,Veteran Population
DS04_Z.csv,FemaleVet65To74,"Female Veteran Population, Age 65-74",Veteran Population
DS04_Z.csv,Female75Plus,,Veteran Population
DS04_Z.csv,FemaleVet75Plus,"Female Veteran Population, Age 75+",Veteran Population
DS04_Z.csv,VetPercent,% Veteran Population,Veteran Population
DS05_C.csv,COUNTYFP,,Group Quarter
DS05_C.csv,YEAR,,Group Quarter
DS05_C.csv,TotalPop,,Group Quarter
DS05_C.csv,NonrelatedHousehold,,Group Quarter
DS05_C.csv,NonrelatedGroupDwelling,,Group Quarter
DS05_C.csv,GroupQuarters,,Group Quarter
DS05_C.csv,GroupQuarterPercent,,Group Quarter
DS05_C.csv,NonrelatedHousePercent,,Group Quarter
DS05_S.csv,STATEFP,,Group Quarter
DS05_S.csv,YEAR,,Group Quarter
DS05_S.csv,TotalPop,,Group Quarter
DS05_S.csv,NonrelatedHousehold,,Group Quarter
DS05_S.csv,NonrelatedGroupDwelling,,Group Quarter
DS05_S.csv,GroupQuarters,,Group Quarter
DS05_S.csv,GroupQuarterPercent,,Group Quarter
DS05_S.csv,NonrelatedHousePercent,,Group Quarter
DS05_T.csv,GEOID,,Group Quarter
DS05_T.csv,YEAR,,Group Quarter
DS05_T.csv,TRACTCE,,Group Quarter
DS05_T.csv,TotalPop,,Group Quarter
DS05_T.csv,NonrelatedHousehold,,Group Quarter
DS05_T.csv,NonrelatedGroupDwelling,,Group Quarter
DS05_T.csv,GroupQuarters,,Group Quarter
DS05_T.csv,GroupQuarterPercent,,Group Quarter
DS05_T.csv,NonrelatedHousePercent,,Group Quarter
DS05_Z.csv,ZCTA,,Group Quarter
DS05_Z.csv,YEAR,,Group Quarter
DS05_Z.csv,TotalPop,,Group Quarter
DS05_Z.csv,NonrelatedHousehold,,Group Quarter
DS05_Z.csv,NonrelatedGroupDwelling,,Group Quarter
DS05_Z.csv,GroupQuarters,,Group Quarter
DS05_Z.csv,GroupQuarterPercent,,Group Quarter
DS05_Z.csv,NonrelatedHousePercent,,Group Quarter
DS06_C.csv,COUNTYFP,,Homeless Population
DS06_C.csv,BED_COUNT,,Homeless Population
DS06_C.csv,POINT_IN_TIME,,Homeless Population
DS06_C.csv,YEARLY_BED_COUNT,,Homeless Population
DS06_S.csv,STATEFP,,Homeless Population
DS06_S.csv,BED_COUNT,,Homeless Population
DS06_S.csv,POINT_IN_TIME,,Homeless Population
DS06_S.csv,YEARLY_BED_COUNT,,Homeless Population
DS06_T.csv,GEOID,,Homeless Population
DS06_T.csv,BED_COUNT,,Homeless Population
DS06_T.csv,POINT_IN_TIME,,Homeless Population
DS06_T.csv,YEARLY_BED_COUNT,,Homeless Population
DS06_Z.csv,ZCTA,,Homeless Population
DS06_Z.csv,BED_COUNT,,Homeless Population
DS06_Z.csv,POINT_IN_TIME,,Homeless Population
DS06_Z.csv,YEARLY_BED_COUNT,,Homeless Population
EC01_C.csv,COUNTYFP,,Employment Trends
EC01_C.csv,year,,Employment Trends
EC01_C.csv,totWrkE,,Employment Trends
EC01_C.csv,eduP,,Employment Trends
EC01_C.csv,hghRskP,,Employment Trends
EC01_C.csv,hltCrP,,Employment Trends
EC01_C.csv,retailP,,Employment Trends
EC01_S.csv,STATEFP,,Employment Trends
EC01_S.csv,year,,Employment Trends
EC01_S.csv,totWrkE,,Employment Trends
EC01_S.csv,eduP,,Employment Trends
EC01_S.csv,hghRskP,,Employment Trends
EC01_S.csv,hltCrP,,Employment Trends
EC01_S.csv,retailP,,Employment Trends
EC01_T.csv,GEOID,,Employment Trends
EC01_T.csv,year,,Employment Trends
EC01_T.csv,totWrkE,,Employment Trends
EC01_T.csv,eduP,,Employment Trends
EC01_T.csv,hghRskP,,Employment Trends
EC01_T.csv,hltCrP,,Employment Trends
EC01_T.csv,retailP,,Employment Trends
EC01_Z.csv,ZCTA,,Employment Trends
EC01_Z.csv,year,,Employment Trends
EC01_Z.csv,totWrkE,,Employment Trends
EC01_Z.csv,eduP,,Employment Trends
EC01_Z.csv,hghRskP,,Employment Trends
EC01_Z.csv,hltCrP,,Employment Trends
EC01_Z.csv,retailP,,Employment Trends
EC02_C.csv,COUNTYFP,,Essential Worker Jobs
EC02_C.csv,year,,Essential Worker Jobs
EC02_C.csv,essnWrkE,Count of Essential Workers,Essential Worker Jobs
EC02_C.csv,wrkPopE,,Essential Worker Jobs
EC02_C.csv,essnWrkP,Essential Workers %,Essential Worker Jobs
EC02_S.csv,STATEFP,,Essential Worker Jobs
EC02_S.csv,year,,Essential Worker Jobs
EC02_S.csv,essnWrkE,Count of Essential Workers,Essential Worker Jobs
EC02_S.csv,wrkPopE,,Essential Worker Jobs
EC02_S.csv,essnWrkP,Essential Workers %,Essential Worker Jobs
EC02_T.csv,GEOID,,Essential Worker Jobs
EC02_T.csv,year,,Essential Worker Jobs
EC02_T.csv,essnWrkE,Count of Essential Workers,Essential Worker Jobs
EC02_T.csv,wrkPopE,,Essential Worker Jobs
EC02_T.csv,essnWrkP,Essential Workers %,Essential Worker Jobs
EC02_Z.csv,ZCTA,,Essential Worker Jobs
EC02_Z.csv,year,,Essential Worker Jobs
EC02_Z.csv,essnWrkE,Count of Essential Workers,Essential Worker Jobs
EC02_Z.csv,wrkPopE,,Essential Worker Jobs
EC02_Z.csv,essnWrkP,Essential Workers %,Essential Worker Jobs
EC03_C.csv,COUNTYFP,,
EC03_C.csv,year,,
EC03_C.csv,unempP,The number of unemployed individuals as a percentage of the civilian labor force,Unemployment Rate
EC03_C.csv,povP,Number of individuals earning below the poverty income threshold as a percentage of the total population,Poverty Rate
EC03_C.csv,pciE,Mean income for individuals in the past 12 months (in 2018 inflation-adjusted dollars),Per Capita Income
EC03_S.csv,STATEFP,,
EC03_S.csv,year,,
EC03_S.csv,unempP,The number of unemployed individuals as a percentage of the civilian labor force,Unemployment Rate
EC03_S.csv,povP,Number of individuals earning below the poverty income threshold as a percentage of the total population,Poverty Rate
EC03_S.csv,pciE,Mean income for individuals in the past 12 months (in 2018 inflation-adjusted dollars),Per Capita Income
EC03_T.csv,GEOID,,
EC03_T.csv,year,,
EC03_T.csv,unempP,The number of unemployed individuals as a percentage of the civilian labor force,Unemployment Rate
EC03_T.csv,povP,Number of individuals earning below the poverty income threshold as a percentage of the total population,Poverty Rate
EC03_T.csv,pciE,Mean income for individuals in the past 12 months (in 2018 inflation-adjusted dollars),Per Capita Income
EC03_Z.csv,ZCTA,,
EC03_Z.csv,year,,
EC03_Z.csv,unempP,The number of unemployed individuals as a percentage of the civilian labor force,Unemployment Rate
EC03_Z.csv,povP,Number of individuals earning below the poverty income threshold as a percentage of the total population,Poverty Rate
EC03_Z.csv,pciE,Mean income for individuals in the past 12 months (in 2018 inflation-adjusted dollars),Per Capita Income
EC04_C.csv,COUNTYFP,,Foreclosure rate
EC04_C.csv,county,,Foreclosure rate
EC04_C.csv,state,,Foreclosure rate
EC04_C.csv,fordq_rate,Foreclosure & Delinquency %,Foreclosure rate
EC04_S.csv,STATEFP,,Foreclosure rate
EC04_S.csv,state,,Foreclosure rate
EC04_S.csv,fordq_rate,Foreclosure & Delinquency %,Foreclosure rate
EC04_T.csv,GEOID,,Foreclosure rate
EC04_T.csv,county,,Foreclosure rate
EC04_T.csv,state,,Foreclosure rate
EC04_T.csv,fordq_rate,Foreclosure & Delinquency %,Foreclosure rate
Health01_C.csv,COUNTYFP,,Drug-related death rate
Health01_C.csv,county,,Drug-related death rate
Health01_C.csv,state.code,,Drug-related death rate
Health01_C.csv,state,,Drug-related death rate
Health01_C.csv,deaths,,Drug-related death rate
Health01_C.csv,pop,,Drug-related death rate
Health01_C.csv,rawDeathRt,Drug-Related Death Rate,Drug-related death rate
Health01_S.csv,STATEFP,,Drug-related death rate
Health01_S.csv,state,,Drug-related death rate
Health01_S.csv,deaths,,Drug-related death rate
Health01_S.csv,pop,,Drug-related death rate
Health01_S.csv,rawDeathRt,Drug-Related Death Rate,Drug-related death rate
Health02_C_Mortality.csv,COUNTYFP,,Hepatitis C rates
Health02_C_Mortality.csv,county,,Hepatitis C rates
Health02_C_Mortality.csv,state.abb,,Hepatitis C rates
Health02_C_Mortality.csv,County HCV Death Rate_2014,,Hepatitis C rates
Health02_C_Mortality.csv,Age Less than 40 HCV Death Rate_2014,,Hepatitis C rates
Health02_C_Mortality.csv,Age 40+ HCV Death Rate_2014,,Hepatitis C rates
Health02_C_Mortality.csv,County HCV Death Rate_2015,,Hepatitis C rates
Health02_C_Mortality.csv,Age Less than 40 HCV Death Rate_2015,,Hepatitis C rates
Health02_C_Mortality.csv,Age 40+ HCV Death Rate_2015,,Hepatitis C rates
Health02_C_Mortality.csv,County HCV Death Rate_2016,,Hepatitis C rates
Health02_C_Mortality.csv,Age Less than 40 HCV Death Rate_2016,,Hepatitis C rates
Health02_C_Mortality.csv,Age 40+ HCV Death Rate_2016,,Hepatitis C rates
Health02_C_Mortality.csv,County HCV Death Rate_2017,,Hepatitis C rates
Health02_C_Mortality.csv,Age Less than 40 HCV Death Rate_2017,,Hepatitis C rates
Health02_C_Mortality.csv,Age 40+ HCV Death Rate_2017,,Hepatitis C rates
Health02_S_Mortality.csv,STATEFP,,Hepatitis C rates
Health02_S_Mortality.csv,state.abb,,Hepatitis C rates
Health02_S_Mortality.csv,state.name,,Hepatitis C rates
Health02_S_Mortality.csv,State Death Cases_2014,,Hepatitis C rates
Health02_S_Mortality.csv,State Death Rate_2014,,Hepatitis C rates
Health02_S_Mortality.csv,Male Death Cases_2014,,Hepatitis C rates
Health02_S_Mortality.csv,Male Death Rate_2014,,Hepatitis C rates
Health02_S_Mortality.csv,Female Death Cases_2014,,Hepatitis C rates
Health02_S_Mortality.csv,Female Death Rate_2014,,Hepatitis C rates
Health02_S_Mortality.csv,American Indian/Alaska Native Death Cases_2014,,Hepatitis C rates
Health02_S_Mortality.csv,American Indian/Alaska Native Death Rate_2014,,Hepatitis C rates
Health02_S_Mortality.csv,Asian or Pacific Islander Death Cases_2014,,Hepatitis C rates
Health02_S_Mortality.csv,Asian or Pacific Islander Death Rate_2014,,Hepatitis C rates
Health02_S_Mortality.csv,Black Death Cases_2014,,Hepatitis C rates
Health02_S_Mortality.csv,Black Death Rate_2014,,Hepatitis C rates
Health02_S_Mortality.csv,Hispanic Death Cases_2014,,Hepatitis C rates
Health02_S_Mortality.csv,Hispanic Death Rate_2014,,Hepatitis C rates
Health02_S_Mortality.csv,White Death Cases_2014,,Hepatitis C rates
Health02_S_Mortality.csv,White Death Rate_2014,,Hepatitis C rates
Health02_S_Mortality.csv,Age Less than 50 Death Cases_2014,,Hepatitis C rates
Health02_S_Mortality.csv,Age Less than 50 Death Rate_2014,,Hepatitis C rates
Health02_S_Mortality.csv,Age 50-74 Death Cases_2014,,Hepatitis C rates
Health02_S_Mortality.csv,Age 50-74 Death Rate_2014,,Hepatitis C rates
Health02_S_Mortality.csv,Age 75 Plus Death Cases_2014,,Hepatitis C rates
Health02_S_Mortality.csv,Age 75 Plus Death Rate_2014,,Hepatitis C rates
Health02_S_Mortality.csv,State Death Cases_2015,,Hepatitis C rates
Health02_S_Mortality.csv,State Death Rate_2015,,Hepatitis C rates
Health02_S_Mortality.csv,Male Death Cases_2015,,Hepatitis C rates
Health02_S_Mortality.csv,Male Death Rate_2015,,Hepatitis C rates
Health02_S_Mortality.csv,Female Death Cases_2015,,Hepatitis C rates
Health02_S_Mortality.csv,Female Death Rate_2015,,Hepatitis C rates
Health02_S_Mortality.csv,American Indian/Alaska Native Death Cases_2015,,Hepatitis C rates
Health02_S_Mortality.csv,American Indian/Alaska Native Death Rate_2015,,Hepatitis C rates
Health02_S_Mortality.csv,Asian or Pacific Islander Death Cases_2015,,Hepatitis C rates
Health02_S_Mortality.csv,Asian or Pacific Islander Death Rate_2015,,Hepatitis C rates
Health02_S_Mortality.csv,Black Death Cases_2015,,Hepatitis C rates
Health02_S_Mortality.csv,Black Death Rate_2015,,Hepatitis C rates
Health02_S_Mortality.csv,Hispanic Death Cases_2015,,Hepatitis C rates
Health02_S_Mortality.csv,Hispanic Death Rate_2015,,Hepatitis C rates
Health02_S_Mortality.csv,White Death Cases_2015,,Hepatitis C rates
Health02_S_Mortality.csv,White Death Rate_2015,,Hepatitis C rates
Health02_S_Mortality.csv,Age Less than 50 Death Cases_2015,,Hepatitis C rates
Health02_S_Mortality.csv,Age Less than 50 Death Rate_2015,,Hepatitis C rates
Health02_S_Mortality.csv,Age 50-74 Death Cases_2015,,Hepatitis C rates
Health02_S_Mortality.csv,Age 50-74 Death Rate_2015,,Hepatitis C rates
Health02_S_Mortality.csv,Age 75 Plus Death Cases_2015,,Hepatitis C rates
Health02_S_Mortality.csv,Age 75 Plus Death Rate_2015,,Hepatitis C rates
Health02_S_Mortality.csv,State Death Cases_2016,,Hepatitis C rates
Health02_S_Mortality.csv,State Death Rate_2016,,Hepatitis C rates
Health02_S_Mortality.csv,Male Death Cases_2016,,Hepatitis C rates
Health02_S_Mortality.csv,Male Death Rate_2016,,Hepatitis C rates
Health02_S_Mortality.csv,Female Death Cases_2016,,Hepatitis C rates
Health02_S_Mortality.csv,Female Death Rate_2016,,Hepatitis C rates
Health02_S_Mortality.csv,American Indian/Alaska Native Death Cases_2016,,Hepatitis C rates
Health02_S_Mortality.csv,American Indian/Alaska Native Death Rate_2016,,Hepatitis C rates
Health02_S_Mortality.csv,Asian or Pacific Islander Death Cases_2016,,Hepatitis C rates
Health02_S_Mortality.csv,Asian or Pacific Islander Death Rate_2016,,Hepatitis C rates
Health02_S_Mortality.csv,Black Death Cases_2016,,Hepatitis C rates
Health02_S_Mortality.csv,Black Death Rate_2016,,Hepatitis C rates
Health02_S_Mortality.csv,Hispanic Death Cases_2016,,Hepatitis C rates
Health02_S_Mortality.csv,Hispanic Death Rate_2016,,Hepatitis C rates
Health02_S_Mortality.csv,White Death Cases_2016,,Hepatitis C rates
Health02_S_Mortality.csv,White Death Rate_2016,,Hepatitis C rates
Health02_S_Mortality.csv,Age Less than 50 Death Cases_2016,,Hepatitis C rates
Health02_S_Mortality.csv,Age Less than 50 Death Rate_2016,,Hepatitis C rates
Health02_S_Mortality.csv,Age 50-74 Death Cases_2016,,Hepatitis C rates
Health02_S_Mortality.csv,Age 50-74 Death Rate_2016,,Hepatitis C rates
Health02_S_Mortality.csv,Age 75 Plus Death Cases_2016,,Hepatitis C rates
Health02_S_Mortality.csv,Age 75 Plus Death Rate_2016,,Hepatitis C rates
Health02_S_Mortality.csv,State Death Cases_2017,,Hepatitis C rates
Health02_S_Mortality.csv,State Death Rate_2017,HCV Mortality Rate,Hepatitis C rates
Health02_S_Mortality.csv,Male Death Cases_2017,,Hepatitis C rates
Health02_S_Mortality.csv,Male Death Rate_2017,,Hepatitis C rates
Health02_S_Mortality.csv,Female Death Cases_2017,,Hepatitis C rates
Health02_S_Mortality.csv,Female Death Rate_2017,,Hepatitis C rates
Health02_S_Mortality.csv,American Indian/Alaska Native Death Cases_2017,,Hepatitis C rates
Health02_S_Mortality.csv,American Indian/Alaska Native Death Rate_2017,,Hepatitis C rates
Health02_S_Mortality.csv,Asian or Pacific Islander Death Cases_2017,,Hepatitis C rates
Health02_S_Mortality.csv,Asian or Pacific Islander Death Rate_2017,,Hepatitis C rates
Health02_S_Mortality.csv,Black Death Cases_2017,,Hepatitis C rates
Health02_S_Mortality.csv,Black Death Rate_2017,,Hepatitis C rates
Health02_S_Mortality.csv,Hispanic Death Cases_2017,,Hepatitis C rates
Health02_S_Mortality.csv,Hispanic Death Rate_2017,,Hepatitis C rates
Health02_S_Mortality.csv,White Death Cases_2017,,Hepatitis C rates
Health02_S_Mortality.csv,White Death Rate_2017,,Hepatitis C rates
Health02_S_Mortality.csv,Age Less than 50 Death Cases_2017,,Hepatitis C rates
Health02_S_Mortality.csv,Age Less than 50 Death Rate_2017,,Hepatitis C rates
Health02_S_Mortality.csv,Age 50-74 Death Cases_2017,,Hepatitis C rates
Health02_S_Mortality.csv,Age 50-74 Death Rate_2017,,Hepatitis C rates
Health02_S_Mortality.csv,Age 75 Plus Death Cases_2017,,Hepatitis C rates
Health02_S_Mortality.csv,Age 75 Plus Death Rate_2017,,Hepatitis C rates
Health02_S_Prevalence.csv,STATEFP,,Hepatitis C rates
Health02_S_Prevalence.csv,state.abb,,Hepatitis C rates
Health02_S_Prevalence.csv,state.name,,Hepatitis C rates
Health02_S_Prevalence.csv,State Cases,,Hepatitis C rates
Health02_S_Prevalence.csv,State Rate,HCV Infection Rate,Hepatitis C rates
Health02_S_Prevalence.csv,Male Cases,,Hepatitis C rates
Health02_S_Prevalence.csv,Male Rate,,Hepatitis C rates
Health02_S_Prevalence.csv,Female Cases,,Hepatitis C rates
Health02_S_Prevalence.csv,Female Rate,,Hepatitis C rates
Health02_S_Prevalence.csv,Age Less than 50 Cases,,Hepatitis C rates
Health02_S_Prevalence.csv,Age Less than 50 Rate,,Hepatitis C rates
Health02_S_Prevalence.csv,Age 50-74 Cases,,Hepatitis C rates
Health02_S_Prevalence.csv,Age 50-74 Rate,,Hepatitis C rates
Health02_S_Prevalence.csv,Age 75 Plus Cases,,Hepatitis C rates
Health02_S_Prevalence.csv,Age 75 Plus Rate,,Hepatitis C rates
Health02_S_Prevalence.csv,Black Non-Hispanic Cases,,Hepatitis C rates
Health02_S_Prevalence.csv,Black Non-Hispanic Rate,,Hepatitis C rates
Health02_S_Prevalence.csv,Non-Black Other Cases,,Hepatitis C rates
Health02_S_Prevalence.csv,Non-Black Other Rate,,Hepatitis C rates
Health03_C.csv,COUNTYFP,,Physicians
Health03_C.csv,pcp_total,Count of Primary Care Physicians (PCPs),Physicians
Health03_C.csv,sp_total,Count of Specialty Physicians,Physicians
Health03_S.csv,STATEFP,,Physicians
Health03_S.csv,pcp_total,Count of Primary Care Physicians (PCPs),Physicians
Health03_S.csv,sp_total,Count of Specialty Physicians,Physicians
Health03_T.csv,GEOID,,Physicians
Health03_T.csv,TRACTCE,,Physicians
Health03_T.csv,pcp_total,,Physicians
Health03_T.csv,sp_total,,Physicians
us-wide-moudsCleaned.csv,Unnamed: 0,,
us-wide-moudsCleaned.csv,name1,,
us-wide-moudsCleaned.csv,name2,,
us-wide-moudsCleaned.csv,street1,,
us-wide-moudsCleaned.csv,street2,,
us-wide-moudsCleaned.csv,city,,
us-wide-moudsCleaned.csv,state,,
us-wide-moudsCleaned.csv,zip,,
us-wide-moudsCleaned.csv,zip4,,
us-wide-moudsCleaned.csv,category,,
us-wide-moudsCleaned.csv,countyGEOID,,
us-wide-moudsCleaned.csv,countyName,,
us-wide-moudsCleaned.csv,source,,
us-wide-moudsCleaned.csv,geom,,
us-wide-moudsCleaned.csv,Longitude,,
us-wide-moudsCleaned.csv,Latitude,,
PS01_2016_C.csv,COUNTYFP,,Prison Incarceration Rates
PS01_2016_C.csv,YFips,,Prison Incarceration Rates
PS01_2016_C.csv,Year,,Prison Incarceration Rates
PS01_2016_C.csv,State,,Prison Incarceration Rates
PS01_2016_C.csv,CountyName,,Prison Incarceration Rates
PS01_2016_C.csv,TtlPrPpr,Total Prison Population Rate,Prison Incarceration Rates
PS01_2016_C.csv,FmlPrPpr,Female Prison Population Rate,Prison Incarceration Rates
PS01_2016_C.csv,MlPrPpr,Male Prison Population Rate,Prison Incarceration Rates
PS01_2016_C.csv,AapiPrPpr,AAPI Prison Population Rate,Prison Incarceration Rates
PS01_2016_C.csv,BlckPrPpr,Black Prison Population Rate,Prison Incarceration Rates
PS01_2016_C.csv,LtnxPrPpr,Latinx Prison Population Rate,Prison Incarceration Rates
PS01_2016_C.csv,NtvPrPpr,Native American Prison Population Rate,Prison Incarceration Rates
PS01_2016_C.csv,WhtPrPpr,White (Non-Hispanic) Prison Population Rate,Prison Incarceration Rates
PS01_2016_C.csv,TtlPrAPpr,Total Prison Admission Rate,Prison Incarceration Rates
PS01_2016_C.csv,FmlPrAPpr,Female Prison Admission Rate,Prison Incarceration Rates
PS01_2016_C.csv,MlPrAPpr,Male Prison Admission Rate,Prison Incarceration Rates
PS01_2016_C.csv,AapiPrAPpr,AAPI Prison Admission Rate,Prison Incarceration Rates
PS01_2016_C.csv,BlckPrAPpr,Black Prison Admission Rate,Prison Incarceration Rates
PS01_2016_C.csv,LtnxPrAPpr,Latinx Prison Admission Rate,Prison Incarceration Rates
PS01_2016_C.csv,NtvPrAPpr,Native American Prison Admission Rate,Prison Incarceration Rates
PS01_2016_C.csv,WhtPrAPpr,White (Non-Hispanic) Prison Admission Rate,Prison Incarceration Rates
